2004-01-01; 1376041679,01; 68,8418
2004-01-02; 3712277020,5; 68,8418
2004-01-03; 3712277020,5; 68,8418
2004-01-04; 3712277020,5; 68,8418
2004-01-05; 3712277020,5; 68,8418
2004-01-06; 3712277020,5; 68,8418
2004-01-07; 3712277020,5; 68,8418
2004-01-08; 3662136020,5; 67,912
2004-01-09; 3712277020,5; 68,8418
2004-01-10; 3712277020,5; 68,8418
2004-01-11; 3712277020,5; 68,8418
2004-01-12; 3686383620,5; 68,3616
2004-01-13; 3669273020,5; 68,0443
2004-01-14; 3669273020,5; 68,0443
2004-01-15; 3669273020,5; 68,0443
2004-01-16; 3660277020,5; 67,8775
2004-01-17; 3660277020,5; 67,8775
2004-01-18; 3660277020,5; 67,8775
2004-01-19; 3660277020,5; 67,8775
2004-01-20; 3663550738,5; 67,9382
2004-01-21; 4001717568,5; 74,2093
2004-01-22; 3999385368,5; 74,166
2004-01-23; 4004377368,5; 74,2586
2004-01-24; 4004377368,5; 74,2586
2004-01-25; 4004377368,5; 74,2586
2004-01-26; 3653415938,5; 67,7503
2004-01-27; 3682119938,5; 68,2826
2004-01-28; 3691069138,5; 68,4485
2004-01-29; 3690754538,5; 68,4427
2004-01-30; 3684259738,5; 68,3222
2004-01-31; 3684259738,5; 68,3222
2004-02-01; 3684259738,5; 68,3222
2004-02-02; 3684259738,5; 68,3222
2004-02-03; 3743897743,5; 69,4282
2004-02-04; 3743897743,5; 69,4282
2004-02-05; 3743897743,5; 69,4282
2004-02-06; 3722697661,5; 69,035
2004-02-07; 3722697661,5; 69,035
2004-02-08; 3722697661,5; 69,035
2004-02-09; 3700218931,3; 68,6182
2004-02-10; 3856790515; 71,5217
2004-02-11; 3865110515; 71,676
2004-02-12; 3865193715; 71,6775
2004-02-13; 3867055315; 71,7121
2004-02-14; 3867055315; 71,7121
2004-02-15; 3867055315; 71,7121
2004-02-16; 3871774315; 71,7996
2004-02-17; 3868649115; 71,7416
2004-02-18; 3868022515; 71,73
2004-02-19; 3866597715; 71,7036
2004-02-20; 4269871978,5; 79,182
2004-02-21; 4269871978,5; 79,182
2004-02-22; 4269871978,5; 79,182
2004-02-23; 4291516978,5; 79,5834
2004-02-24; 4261827578,5; 79,0329
2004-02-25; 4252743178,5; 78,8644
2004-02-26; 3981889553,5; 73,8416
2004-02-27; 3981889553,5; 73,8416
2004-02-28; 3981889553,5; 73,8416
2004-02-29; 3981889553,5; 73,8416
2004-03-01; 4245395578,5; 78,7281
2004-03-02; 4245395578,5; 78,7281
2004-03-03; 4252628778,5; 78,8623
2004-03-04; 4271879178,5; 79,2193
2004-03-05; 3585879178,5; 66,4978
2004-03-06; 3585879178,5; 66,4978
2004-03-07; 3585879178,5; 66,4978
2004-03-08; 3585879178,5; 66,4978
2004-03-09; 3269671948,5; 60,634
2004-03-10; 3269671948,5; 60,634
2004-03-11; 3255343348,5; 60,3683
2004-03-12; 3255343348,5; 60,3683
2004-03-13; 3255343348,5; 60,3683
2004-03-14; 3255343348,5; 60,3683
2004-03-15; 3242098948,5; 60,1226
2004-03-16; 3242098948,5; 60,1226
2004-03-17; 3242098948,5; 60,1226
2004-03-18; 3242098948,5; 60,1226
2004-03-19; 2925891718,5; 54,2588
2004-03-20; 2925891718,5; 54,2588
2004-03-21; 2925891718,5; 54,2588
2004-03-22; 2925891718,5; 54,2588
